No.,CUSTOMER_GROUP,CusName,Model,PartNo,PartName,GROUP_NAME,Surface,BeatName,DIAMETER1,DIAMETER2,THICKNESS,LENGTH,OperName,01/2025_PCS,01/2025_Wgt,02/2025_PCS,02/2025_Wgt,03/2025_PCS,03/2025_Wgt,04/2025_PCS,04/2025_Wgt,05/2025_PCS,05/2025_Wgt,06/2025_PCS,06/2025_Wgt,07/2025_PCS,07/2025_Wgt,08/2025_PCS,08/2025_Wgt,09/2025_PCS,09/2025_Wgt,10/2025_PCS,10/2025_Wgt,11/2025_PCS,11/2025_Wgt,12/2025_PCS,12/2025_Wgt,Forecast Date,NoCol,ItemNo
31,HONDA,CIC1,K2ZA/K3AA,,,STAM390G,P,Co,28.6,0.0,1.6,5450.0,P/E,2032.0,11794.0,2873.0,16676.0,2359.0,13692.0,2395.0,13901.0,2424.0,14070.0,2496.0,14487.0,2759.0,16014.0,2351.0,13646.0,2771.0,16084.0,2388.0,13861.0,568.0,3297.0,,,2024-12-19,0,0.0
32,HONDA,CIC1,K56,,,STAM390G,P,Co,28.6,0.0,3.2,5925.0,P/E,,,98.0,1164.0,88.0,1045.0,86.0,1021.0,70.0,831.0,33.0,392.0,67.0,796.0,22.0,261.0,176.0,2090.0,142.0,1686.0,170.0,2019.0,,,2024-12-19,0,0.0
33,HONDA,CIC1,K56,,,STAM390G,P,Co,31.8,0.0,2.6,5600.0,P/E,122.0,1279.0,178.0,1866.0,159.0,1667.0,156.0,1635.0,127.0,1331.0,61.0,639.0,122.0,1279.0,30.0,314.0,1.0,10.0,,,,,,,2024-12-19,0,0.0
34,HONDA,CIC1,K2ZA/K3AA,A,,STAM390G,P,Co,38.1,0.0,2.0,693.0,B,15100.0,18626.0,36816.0,45414.0,30202.0,37255.0,29876.0,36853.0,29994.0,36999.0,31396.0,38728.0,34084.0,42044.0,30994.0,38232.0,36198.0,44652.0,30194.0,37246.0,6310.0,7784.0,,,2024-12-19,0,0.0
35,HONDA,CIC1,K2ZA/K3AA,B,,STAM390G,P,Co,38.1,0.0,2.0,693.0,B,16900.0,20847.0,,,,,,,,,,,,,,,,,,,,,,,,0,1.0
36,HONDA,CIC1,K2TA,A,,STAM390G,P,Co,42.7,0.0,1.4,795.0,B,10366.0,11752.0,19691.0,22323.0,15371.0,17426.0,19220.0,21789.0,16802.0,19048.0,17189.0,19487.0,17288.0,19599.0,16018.0,18159.0,18763.0,21271.0,19648.0,22274.0,18712.0,21213.0,,,2024-12-19,0,0.0
37,HONDA,CIC1,,,,STAM390G,P,Co,42.7,0.0,1.4,5340.0,P/E,,,,,,,3943.0,30025.0,3600.0,27413.0,3714.0,28282.0,4171.0,31761.0,4114.0,31327.0,3914.0,29804.0,3371.0,25670.0,6057.0,46123.0,,,2024-12-19,0,0.0
38,HONDA,CIC1,K0RA/K0SA,,,STAM390G,P,Co,42.7,0.0,1.4,5790.0,P/E,2832.0,23383.0,4400.0,36329.0,3629.0,29963.0,,,,,,,,,,,,,,,,,,,2024-12-19,0,0.0
39,HONDA,CIC1,K2TA,B,,STAM390G,P,Co,42.7,0.0,1.6,795.0,B,10768.0,13885.0,19691.0,25391.0,15371.0,19821.0,19220.0,24784.0,16802.0,21666.0,17189.0,22165.0,17288.0,22293.0,16018.0,20655.0,18763.0,24195.0,19648.0,25336.0,18712.0,24129.0,,,2024-12-19,0,0.0
40,HONDA,CIC1,K12K,B,,STAM390G,P,Co,42.7,0.0,1.6,845.0,B,,,17.0,23.0,18.0,25.0,41.0,56.0,41.0,56.0,41.0,56.0,33.0,45.0,32.0,44.0,72.0,99.0,48.0,66.0,50.0,69.0,,,2024-12-19,0,0.0
41,HONDA,CIC1,,,,STAM390G,P,Co,42.7,0.0,2.0,860.0,B,,,17.0,29.0,18.0,31.0,41.0,71.0,41.0,71.0,41.0,71.0,33.0,57.0,32.0,55.0,72.0,124.0,48.0,83.0,50.0,86.0,,,2024-12-19,0,0.0
42,HONDA,CIC1,,,,STAM390G,P,Co,54.0,0.0,2.6,4900.0,P/E,,,,,35.0,565.0,,,,,,,,,,,,,,,,,,,2024-12-19,0,0.0
43,HONDA,CIC1,GJK,,,STAM390G,P,Co,54.0,0.0,3.0,5800.0,P/E,125.0,2735.0,,,,,,,,,,,,,,,,,,,,,,,,0,1.0
44,HONDA,CIC1,K56-B,,,STAM390G,P,Co,54.0,20.0,2.0,560.0,B,7646.0,8593.0,9602.0,10792.0,8604.0,9670.0,8440.0,9486.0,6840.0,7688.0,3280.0,3686.0,6600.0,7418.0,1600.0,1798.0,80.0,90.0,,,,,,,2024-12-19,0,0.0
45,OTHER,CIC1,NPV,,,STKM13A,P,Co,38.1,31.75,2.0,5050.0,P/E,432.0,4627.0,87.0,932.0,273.0,2924.0,180.0,1928.0,173.0,1853.0,220.0,2356.0,187.0,2003.0,227.0,2431.0,147.0,1575.0,267.0,2860.0,167.0,1789.0,,,2024-12-19,0,0.0
46,HONDA,EMTC,K1FA,50530-K1F-V000-XA,Pipe,STAM290GA,P,Khong,19.1,0.0,2.3,5520.0,P/E,,,748.0,3935.0,610.0,3209.0,646.0,3398.0,649.0,3414.0,679.0,3572.0,737.0,3877.0,670.0,3525.0,783.0,4119.0,484.0,2546.0,6.0,32.0,,,2024-12-16,0,0.0
47,HONDA,EMTC,KWW,50530-KWW-6403-XA,Pipe,STAM290GA,P,Khong,19.1,0.0,2.3,6020.0,P/E,676.0,3878.0,210.0,1205.0,355.0,2037.0,271.0,1555.0,321.0,1842.0,329.0,1887.0,374.0,2146.0,395.0,2266.0,367.0,2106.0,458.0,2628.0,364.0,2088.0,,,2024-12-16,0,0.0
48,HONDA,EMTC,K2TA,50530-K2T-V000-XB,Pipe,STAM390G,P,Khong,19.1,0.0,2.0,5840.0,P/E,676.0,3328.0,655.0,3225.0,669.0,3294.0,787.0,3874.0,688.0,3387.0,705.0,3471.0,709.0,3490.0,657.0,3234.0,769.0,3786.0,805.0,3963.0,730.0,3594.0,,,2024-12-16,0,0.0
49,HONDA,EMTC,K0R,50530-K0R-V000-XA,Pipe,STAM390G,P,Khong,19.1,0.0,2.0,5940.0,P/E,1690.0,8463.0,746.0,3736.0,645.0,3230.0,791.0,3961.0,694.0,3475.0,605.0,3029.0,726.0,3635.0,629.0,3150.0,730.0,3655.0,734.0,3675.0,1121.0,5613.0,,,2024-12-16,0,0.0
50,HONDA,FULLWEI,,61313-T00 -P000-020R,"FRAME, DR CTR LWR _ Material",STKM11A,C,Co,28.6,0.0,1.2,410.0,B,1200.0,399.0,,,,,1400.0,466.0,1400.0,466.0,,,1300.0,432.0,1400.0,466.0,,,1100.0,366.0,,,1300.0,432.0,2024-12-26,0,1.0
51,HONDA,FULLWEI,,75654-T9R -3000-020R,"PIPE, RR BEAM MATERIAL",STKM13A,P,Co,25.4,0.0,2.6,1010.0,B,1400.0,2067.0,,,,,1300.0,1920.0,1300.0,1920.0,,,1300.0,1920.0,1400.0,2067.0,,,1300.0,1920.0,,,1300.0,1920.0,2024-12-26,0,1.0
52,HONDA,FULLWEI,,75651-T9A -T000-020R,"BEAM, REAR MATERIAL",STKM13A,P,Co,50.0,20.0,1.6,918.0,B,1400.0,2200.0,,,,,1300.0,2043.0,1300.0,2043.0,,,1300.0,2043.0,1400.0,2200.0,,,1300.0,2043.0,,,1300.0,2043.0,2024-12-26,0,1.0
53,HONDA,GTA,K2CA,K1FV0-053-55-01,"PIPE, HANDLE",STAM390G,P,Co,22.2,0.0,2.0,740.5,C,17880.0,13187.0,18396.0,13568.0,15088.0,11128.0,11172.0,8240.0,14362.0,10593.0,15776.0,11635.0,16778.0,12374.0,17991.0,13269.0,17289.0,12751.0,9290.0,6852.0,94.0,69.0,0.0,0.0,2024-12-09,0,0.0
54,HONDA,GTA,K1FA.K1GA -->K2ZA/K3AA,K1FV0-053-55,"PIPE, HANDLE",STAM390G,P,Co,22.2,0.0,2.0,740.5,C,320.0,236.0,,,,,,,,,,,,,,,,,,,,,,,,0,1.0
55,HONDA,GTA,,K2CV0-053-55-01,"PIPE, HANDLE",STAM390G,P,Co,22.2,0.0,2.0,741.0,C,58235.0,42980.0,59907.0,44214.0,48820.0,36031.0,51870.0,38282.0,58806.0,43401.0,62517.0,46140.0,58653.0,43288.0,58443.0,43133.0,62706.0,46279.0,72519.0,53522.0,52460.0,38717.0,0.0,0.0,2024-12-09,0,0.0
56,HONDA,GTA,K2CA,K2CV0-053-55,"PIPE, HANDLE",STAM390G,P,Co,22.2,0.0,2.0,741.0,C,7950.0,5867.0,1577.0,1164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3473.0,2563.0,0.0,0.0,0.0,0.0,2024-12-09,0,0.0
57,HONDA,GTA,K1YH,K1YDC-053-55,PIPE HANDLE,STAM390G,P,Co,22.2,0.0,2.0,771.0,C,15326.0,11769.0,14756.0,11331.0,21290.0,16349.0,18602.0,14285.0,12004.0,9218.0,12340.0,9476.0,10014.0,7690.0,9948.0,7639.0,9002.0,6913.0,9832.0,7550.0,10990.0,8439.0,0.0,0.0,2024-12-09,0,0.0
58,HONDA,GTA,SP,50150-K44-V001-AA-Sunsco,PIPE R SUB,STAM390G,P,Co,40.0,20.0,1.6,899.5,B,20.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,0,1.0
59,HONDA,GTA,K2TA,50130-K2T-V000-AA,PIPE R/L,STAM390G,P,Co,45.0,0.0,2.3,736.5,B,22498.0,40132.0,39438.0,70350.0,30612.0,54606.0,33656.0,60036.0,33024.0,58908.0,33648.0,60021.0,33944.0,60549.0,31912.0,56925.0,36880.0,65787.0,39512.0,70482.0,35464.0,63261.0,0.0,0.0,2024-12-09,0,0.0
60,HONDA,GTA,K2ZA/K3AA,K3AV0-018-52,PIPE EXHAUST,SUS409L,C,Co,22.2,0.0,1.2,338.0,B,17100.0,3589.0,15796.0,3316.0,12942.0,2716.0,9806.0,2058.0,12798.0,2686.0,13808.0,2898.0,14812.0,3109.0,15427.0,3238.0,14433.0,3029.0,8232.0,1728.0,68.0,14.0,0.0,0.0,2024-12-09,0,0.0
61,HONDA,GTA,K1FA.K1GA,K66V0-018-52,PIPE EXHAUST,SUS409L,C,Co,22.2,0.0,1.2,485.0,B,21.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,0,1.0
62,HONDA,GTA,K2ZA/K3AA,K2ZV0-018-52,PIPE EXHAUST,SUS409L,C,Co,25.4,0.0,1.2,330.0,B,780.0,184.0,2600.0,614.0,2146.0,507.0,1366.0,323.0,1564.0,370.0,1968.0,465.0,1966.0,465.0,2564.0,606.0,2856.0,675.0,1058.0,250.0,26.0,6.0,0.0,0.0,2024-12-09,0,0.0
63,HONDA,INNOTEK,,,,HSST590C,C,Khong,22.2,0.0,1.4,5350.0,P/E,1521.0,5843.0,1639.0,6296.0,1375.0,5282.0,1113.0,4275.0,1002.0,3849.0,1053.0,4045.0,1051.0,4037.0,1027.0,3945.0,1177.0,4521.0,1075.0,4129.0,980.0,3764.0,,,2024-11-29,0,0.0
64,HONDA,INNOTEK,K2ZA,133.2,,STAM290GA,P,Co,15.0,10.3,2.35,6200.0,P/E,1859.0,8448.0,2109.0,9585.0,1903.0,8648.0,1619.0,7358.0,1633.0,7421.0,1724.0,7835.0,1721.0,7821.0,1678.0,7626.0,1860.0,8453.0,1564.0,7108.0,1329.0,6040.0,,,2024-11-29,0,0.0
65,HONDA,INNOTEK,KIYH,,,STAM290GA,P,Khong,15.9,0.0,2.0,5650.0,P/E,127.0,492.0,,,,,159.0,616.0,114.0,442.0,110.0,426.0,94.0,364.0,91.0,353.0,86.0,333.0,95.0,368.0,106.0,411.0,,,2024-11-29,0,0.0
66,HONDA,INNOTEK,,,,STAM390G,P,Khong,19.1,0.0,1.4,5100.0,P/E,1183.0,3686.0,1423.0,4434.0,1592.0,4961.0,1512.0,4712.0,1676.0,5223.0,1730.0,5391.0,1690.0,5266.0,1688.0,5260.0,1915.0,5967.0,1876.0,5846.0,1766.0,5503.0,,,2024-11-29,0,0.0
67,HONDA,INNOTEK,,,,STAM390G,P,Khong,19.1,0.0,1.6,5460.0,P/E,2366.0,8914.0,2456.0,9253.0,2060.0,7761.0,1628.0,6133.0,1467.0,5527.0,1540.0,5802.0,1536.0,5787.0,1503.0,5662.0,1719.0,6476.0,1573.0,5926.0,1434.0,5402.0,,,2024-11-29,0,0.0
68,HONDA,INNOTEK,,,,STAM390G,P,Khong,19.1,0.0,1.6,5860.0,P/E,676.0,2733.0,824.0,3332.0,909.0,3675.0,756.0,3057.0,838.0,3388.0,865.0,3498.0,845.0,3417.0,844.0,3413.0,958.0,3874.0,938.0,3793.0,883.0,3570.0,,,2024-11-29,0,0.0
69,HONDA,INNOTEK,K66,217,,STAM390G,P,Khong,19.1,0.0,2.0,5800.0,P/E,,,108.0,528.0,133.0,650.0,,,,,,,,,,,,,,,,,,,2024-11-29,0,0.0
70,HONDA,INNOTEK,,,,STAM390G,P,Khong,19.1,0.0,2.3,5570.0,P/E,429.0,2277.0,343.0,1821.0,330.0,1752.0,380.0,2017.0,400.0,2123.0,437.0,2320.0,448.0,2378.0,441.0,2341.0,528.0,2803.0,513.0,2723.0,467.0,2479.0,,,2024-11-29,0,0.0
71,HONDA,INNOTEK,,,,STAM390G,C,Khong,22.2,0.0,1.2,5480.0,P/E,1859.0,6326.0,1779.0,6054.0,1492.0,5077.0,1225.0,4169.0,1102.0,3750.0,1158.0,3941.0,1157.0,3937.0,1130.0,3845.0,1295.0,4407.0,1183.0,4026.0,1077.0,3665.0,,,2024-11-29,0,0.0
72,HONDA,INNOTEK,K1W,204.3,,STAM390G,P,Co,22.2,0.0,1.4,5190.0,P/E,1352.0,5038.0,1395.0,5198.0,1554.0,5791.0,1420.0,5292.0,1570.0,5850.0,1621.0,6041.0,1588.0,5918.0,1583.0,5899.0,1797.0,6696.0,1763.0,6570.0,1655.0,6167.0,,,2024-11-29,0,0.0
73,HONDA,INNOTEK,K2ZA,,,STAM390G,P,Khong,22.2,0.0,1.6,5370.0,P/E,803.0,3506.0,710.0,3100.0,622.0,2716.0,644.0,2812.0,736.0,3213.0,802.0,3501.0,821.0,3584.0,778.0,3397.0,793.0,3462.0,422.0,1842.0,192.0,838.0,,,2024-11-29,0,0.0
74,HONDA,INNOTEK,,,,STAM390G,P,Khong,22.2,0.0,2.0,5160.0,P/E,1352.0,6948.0,1422.0,7308.0,1590.0,8172.0,1512.0,7771.0,1676.0,8614.0,1730.0,8891.0,1690.0,8686.0,1688.0,8675.0,1915.0,9842.0,1876.0,9641.0,1766.0,9076.0,,,2024-11-29,0,0.0
75,HONDA,INNOTEK,,,,STAM390G,P,Khong,22.2,0.0,2.0,5330.0,P/E,845.0,4486.0,752.0,3992.0,676.0,3589.0,674.0,3578.0,716.0,3801.0,763.0,4051.0,792.0,4204.0,729.0,3870.0,659.0,3498.0,662.0,3514.0,1050.0,5574.0,,,2024-11-29,0,0.0
76,HONDA,INNOTEK,K2TA,128.4,,STAM390G,P,Khong,22.2,0.0,2.0,5680.0,P/E,2535.0,14341.0,2128.0,12039.0,2255.0,12757.0,2235.0,12644.0,2288.0,12944.0,2463.0,13934.0,2519.0,14251.0,2382.0,13476.0,2534.0,14336.0,2136.0,12084.0,2140.0,12107.0,,,2024-11-29,0,0.0
77,HONDA,INNOTEK,,,,STAM390G,P,Khong,25.4,0.0,1.4,5470.0,P/E,508.0,2304.0,496.0,2249.0,646.0,2929.0,515.0,2335.0,369.0,1673.0,357.0,1619.0,304.0,1379.0,294.0,1333.0,278.0,1261.0,307.0,1392.0,342.0,1551.0,,,2024-11-29,0,0.0
78,HONDA,INNOTEK,,,,STAM390G,P,Khong,25.4,0.0,2.0,6372.0,P/E,91.0,669.0,,,,,,,,,,,,,,,,,,,,,,,,0,1.0
79,HONDA,INNOTEK,,,,STAM390G,C,Khong,28.6,0.0,1.2,5070.0,P/E,5715.0,23499.0,4229.0,17389.0,3618.0,14876.0,4357.0,17915.0,4007.0,16476.0,4265.0,17537.0,4309.0,17718.0,4207.0,17298.0,4886.0,20090.0,4507.0,18532.0,4085.0,16797.0,,,2024-11-29,0,0.0
80,HONDA,INNOTEK,,,,STAM390G,P,Co,28.6,0.0,1.6,5220.0,P/E,,,33.0,183.0,40.0,222.0,50.0,278.0,50.0,278.0,53.0,295.0,58.0,322.0,53.0,295.0,63.0,350.0,65.0,361.0,55.0,306.0,,,2024-11-29,0,0.0
81,HONDA,INNOTEK,,,,STAM390G,P,Khong,31.8,0.0,1.4,5240.0,P/E,546.0,3004.0,549.0,3021.0,483.0,2657.0,533.0,2933.0,567.0,3120.0,604.0,3323.0,627.0,3450.0,577.0,3175.0,522.0,2872.0,524.0,2883.0,831.0,4572.0,,,2024-11-29,0,0.0
82,HONDA,INNOTEK,,,,STAM390G,P,Khong,31.8,0.0,2.6,5350.0,P/E,91.0,911.0,139.0,1392.0,118.0,1182.0,220.0,2203.0,181.0,1813.0,219.0,2193.0,203.0,2033.0,198.0,1983.0,399.0,3996.0,340.0,3405.0,323.0,3235.0,,,2024-11-29,0,0.0
83,HONDA,INNOTEK,,,,STAM390G,P,Khong,42.7,0.0,2.3,5090.0,P/E,1037.0,12093.0,1044.0,12174.0,1167.0,13609.0,1109.0,12932.0,1229.0,14332.0,1268.0,14786.0,1239.0,14448.0,1238.0,14437.0,1405.0,16384.0,1376.0,16046.0,1295.0,15101.0,,,2024-11-29,0,0.0
84,HONDA,KKTL,K56R/K2PF/K2PA,,,HSST590C,C,Co,25.0,55.0,1.6,551.0,B,4560.0,4877.0,4800.0,5134.0,4300.0,4599.0,6640.0,7101.0,4740.0,5069.0,6040.0,6460.0,6400.0,6845.0,3200.0,3422.0,2440.0,2610.0,2560.0,2738.0,,,,,2024-11-15,0,0.0
85,HONDA,KKTL,K56R/K2PF/K2PA,,,HSST590C,C,Co,25.0,55.0,1.6,552.0,B,4560.0,4886.0,4800.0,5143.0,4300.0,4607.0,6640.0,7114.0,4740.0,5079.0,6040.0,6471.0,6400.0,6857.0,3200.0,3429.0,2440.0,2614.0,2560.0,2743.0,,,,,2024-11-15,0,0.0
86,HONDA,KKTL,K2TA,,,STAM390G,P,Co,22.2,0.0,2.3,6000.0,P/E,651.0,4410.0,986.0,6679.0,765.0,5182.0,805.0,5453.0,911.0,6171.0,954.0,6462.0,943.0,6388.0,888.0,6015.0,1051.0,7119.0,1062.0,7194.0,,,,,2024-11-15,0,0.0
87,VINFAST,KKTL,,,,STAM390G,P,Co,25.4,0.0,2.0,5870.0,P/E,30.0,203.0,,,,,,,,,,,,,,,,,,,,,,,,0,1.0
88,VINFAST,KKTL,,,,STAM390G,P,Co,28.6,0.0,2.0,5820.0,P/E,152.0,1161.0,,,,,,,,,,,,,,,,,,,,,,,,0,1.0
89,HONDA,KKTL,,,,STAM390G,P,Co,31.8,0.0,1.6,5820.0,P/E,910.0,6313.0,1040.0,7215.0,858.0,5952.0,1075.0,7458.0,988.0,6854.0,1028.0,7132.0,1070.0,7423.0,1027.0,7125.0,1143.0,7929.0,582.0,4038.0,,,,,2024-11-15,0,0.0
90,HONDA,KKTL,,,,STAM390G,P,Co,48.6,0.0,3.5,5750.0,P/E,549.0,12289.0,896.0,20057.0,696.0,15580.0,732.0,16386.0,828.0,18535.0,867.0,19408.0,858.0,19206.0,807.0,18064.0,955.0,21377.0,965.0,21601.0,,,,,2024-11-15,0,0.0
91,HONDA,KKTL,K2CA/K2CF/K1NA/K1NF/K2TA/K2ZA,,,STAM390G,P,Co,48.6,0.0,3.5,5880.0,P/E,2928.0,67024.0,2779.0,63614.0,2303.0,52718.0,2884.0,66017.0,2530.0,57914.0,2702.0,61851.0,2840.0,65010.0,2542.0,58189.0,3183.0,72862.0,2928.0,67024.0,,,,,2024-11-15,0,0.0
92,YAMAHA,KMV,,51356-HP0-A000-H1-000Y,"PIPE R, CROSS",STAM290GA,P,Khong,19.1,0.0,1.6,135.0,B,,,,,116.0,11.0,440.0,41.0,440.0,41.0,,,,,,,,,,,,,,,,0,0.0
93,HONDA USA,KMV,HL4,81622-HL4-A000-H1-000Y,"GRIP, R",STAM290GA,C,Khong,22.2,0.0,1.2,589.0,B,,,1780.0,651.0,1800.0,658.0,1800.0,658.0,1800.0,658.0,,,,,,,,,,,,,,,,0,0.0
94,HONDA USA,KMV,,51356-HR3N-HA00-H1-000Y,"PIPE R, CROSS",STAM390G,P,Khong,19.1,0.0,1.6,143.0,B,,,5972.0,589.0,5978.0,590.0,5978.0,590.0,5978.0,590.0,,,,,,,,,,,,,,,,0,0.0
95,HONDA USA,KMV,,51356-HR6M-MF00-H1-000Y,"PIPE R, CROSS",STAM390G,P,Khong,19.1,0.0,1.6,156.0,B,779.0,84.0,5158.0,555.0,5960.0,642.0,5960.0,642.0,5960.0,642.0,,,,,,,,,,,,,,,,0,0.0
96,HONDA USA,KMV,HN6,81150-HN6-A301-20-000Y,PIPE,STAM390G,P,Khong,22.2,0.0,1.4,681.0,B,,,167.0,82.0,240.0,117.0,240.0,117.0,240.0,117.0,,,,,,,,,,,,,,,,0,0.0
97,HONDA USA,KMV,HN6,81200-HN6-A300-20-001Y,PIPE,STAM390G,P,Khong,22.2,0.0,1.4,846.0,B,,,160.0,97.0,238.0,145.0,240.0,146.0,240.0,146.0,,,,,,,,,,,,,,,,0,0.0
98,HONDA USA,KMV,HL4,81621-HL4-A000-H1-000Y,"TUBE, C CROSS",STAM390G,P,Khong,25.4,0.0,2.0,1180.0,B,,,840.0,1144.0,840.0,1144.0,840.0,1144.0,840.0,1144.0,,,,,,,,,,,,,,,,0,0.0
99,HONDA USA,KMV,HL4,81624-HL4-A000-H1-000Y,"TUBE, HINGE CROSS",STAM390G,P,Khong,28.6,0.0,1.4,757.3,B,,,676.0,481.0,900.0,640.0,900.0,640.0,900.0,640.0,,,,,,,,,,,,,,,,0,0.0
100,HONDA USA,KMV,,51352-HN6-A300-H1-000Y,"COLLAR, FR. ARM PIVOT",STAM390G,P,Khong,31.8,0.0,2.3,40.8,C,20639.0,1409.0,43356.0,2959.0,62322.0,4254.0,61682.0,4210.0,60918.0,4158.0,,,,,,,,,,,,,,,,0,0.0
101,HONDA USA,KMV,,52372-HR6M-MF02-H1-000Y,"PIPE, PIVOT",STAM390G,P,Khong,38.1,0.0,3.2,84.5,B,536.0,125.0,4332.0,1008.0,3834.0,892.0,3734.0,869.0,2794.0,650.0,,,,,,,,,,,,,,,,0,0.0
102,YAMAHA,KMV,,J0G-F214A-00-0000,REINF,STKM11A,P,Khong,12.7,0.0,1.6,411.8,B,1137.0,205.0,1640.0,296.0,2160.0,390.0,4340.0,783.0,1170.0,211.0,,,,,,,,,,,,,,,,0,0.0
103,YAMAHA,KMV,,2BM-F137F-00-001Y,STAY,STKM11A,P,Khong,13.8,0.0,1.6,120.0,B,,,,,,,39.0,2.0,,,,,,,,,,,,,,,,,,0,0.0
104,YAMAHA,KMV,,BEB-28356-00J-000Y,PIPE 2,STKM11A,C,Khong,15.9,0.0,1.2,250.0,B,3042.0,331.0,,,3360.0,365.0,,,1056.0,115.0,,,,,,,,,,,,,,,,0,0.0
105,YAMAHA,KMV,,BG4-F486G-00-000Y,PIPE 3,STKM11A,C,Khong,15.9,0.0,1.2,273.0,B,2051.0,244.0,990.0,118.0,3520.0,418.0,1540.0,183.0,3688.0,438.0,,,,,,,,,,,,,,,,0,0.0
106,YAMAHA,KMV,,2ND-F119A-00-000Y,"PIPE,CROSS 6",STKM11A,P,Khong,15.9,0.0,1.6,87.0,B,680.0,33.0,849.0,42.0,711.0,35.0,763.0,37.0,600.0,29.0,,,,,,,,,,,,,,,,0,0.0
107,YAMAHA,KMV,,1S9-F1199-00-000Y,CROSS TUBE 4,STKM11A,P,Khong,15.9,0.0,1.6,110.0,B,,,,,16.0,1.0,,,,,,,,,,,,,,,,,,,,0,1.0
108,YAMAHA,KMV,,2ND-F116X-00-0000,"PIPE, 3",STKM11A,P,Khong,15.9,0.0,1.6,120.4,B,601.0,41.0,864.0,59.0,711.0,48.0,763.0,52.0,600.0,41.0,,,,,,,,,,,,,,,,0,0.0
109,YAMAHA,KMV,,1S9-F1198-00-000Y,CROSS TUBE3,STKM11A,P,Khong,15.9,0.0,1.6,121.0,B,,,,,24.0,2.0,,,,,,,,,,,,,,,,,,,,0,1.0
110,YAMAHA,KMV,,BPC-F115A-00-000Y,"MBR.,1",STKM11A,P,Khong,15.9,0.0,2.0,190.0,B,793.0,103.0,660.0,86.0,1434.0,187.0,1250.0,163.0,1900.0,248.0,,,,,,,,,,,,,,,,0,0.0
111,YAMAHA,KMV,,BPC-F115F-00-000Y,"MBR.,3",STKM11A,P,Khong,15.9,0.0,2.0,196.0,B,1585.0,213.0,1320.0,177.0,2872.0,386.0,2500.0,336.0,3800.0,511.0,,,,,,,,,,,,,,,,0,0.0
112,YAMAHA,KMV,,BPC-F115G-00-000Y,"MBR.,4",STKM11A,P,Khong,15.9,0.0,2.0,198.0,B,793.0,108.0,660.0,90.0,1434.0,195.0,1250.0,170.0,1900.0,258.0,,,,,,,,,,,,,,,,0,0.0
113,YAMAHA,KMV,,2TD-F1197-00-000Y,CROSS TUBE 2,STKM11A,P,Khong,19.1,0.0,1.4,286.0,B,438.0,77.0,318.0,56.0,458.0,80.0,401.0,70.0,600.0,105.0,,,,,,,,,,,,,,,,0,0.0
114,YAMAHA,KMV,,1S9-F1123-00-001Y,BACK STAY LH,STKM11A,P,Khong,22.2,0.0,1.6,595.0,B,48.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,0,0.0
115,YAMAHA,KMV,,B4J-F4316-00-000Y,"PIPE, 6",STKM11A,P,Khong,22.2,0.0,1.6,705.0,B,,,,,,,390.0,224.0,328.0,188.0,,,,,,,,,,,,,,,,0,0.0
116,YAMAHA,KMV,,B4J-F4321-00-000Y,"PIPE, 10",STKM11A,P,Khong,22.2,0.0,1.6,908.0,B,,,,,,,406.0,300.0,306.0,226.0,,,,,,,,,,,,,,,,0,0.0
117,YAMAHA,KMV,,3S4-F1123-00-000Y,BACK STAY LH,STKM11A,P,Khong,22.2,0.0,2.0,353.0,B,7652.0,2690.0,6952.0,2444.0,9352.0,3288.0,8159.0,2869.0,8191.0,2880.0,,,,,,,,,,,,,,,,0,0.0
118,YAMAHA,KMV,,3S4-F1124-00-000Y,BACK STAY RH,STKM11A,P,Khong,22.2,0.0,2.0,366.0,B,7652.0,2789.0,6952.0,2534.0,9352.0,3409.0,8159.0,2974.0,8191.0,2986.0,,,,,,,,,,,,,,,,0,0.0
119,YAMAHA,KMV,,1FC-F1123-00-000Y,BACK STAY LH,STKM11A,P,Khong,22.2,0.0,2.0,379.0,B,14103.0,5324.0,18700.0,7059.0,19700.0,7436.0,17100.0,6455.0,16096.0,6076.0,,,,,,,,,,,,,,,,0,0.0
120,YAMAHA,KMV,,31C-F1123-00-000Y,BACK STAY LH,STKM11A,P,Khong,22.2,0.0,2.0,384.0,B,14102.0,5394.0,18700.0,7152.0,19700.0,7535.0,17100.0,6540.0,16096.0,6156.0,,,,,,,,,,,,,,,,0,0.0
121,YAMAHA,KMV,,BJ7-F1197-00-000Y,CROSS TUBE 2,STKM11A,P,Khong,25.4,0.0,1.6,406.0,B,800.0,305.0,1343.0,512.0,2751.0,1049.0,2802.0,1068.0,2450.0,934.0,,,,,,,,,,,,,,,,0,0.0
122,YAMAHA,KMV,,B63-F1197-00-000Y,CROSS TUBE 1,STKM11A,P,Khong,25.4,0.0,1.6,458.0,B,300.0,129.0,282.0,121.0,267.0,115.0,1106.0,476.0,1050.0,452.0,,,,,,,,,,,,,,,,0,0.0
